Device Type,Brand Name,Marketing Name,OS,OS Version,Device Model,User Given Name,Device Last Location,Gaia ID
MOBILE,Schok,SV55216,Android,11,Schok Volt SV55,,"Country ISO: US
Last Activity Time: 2023-10-08 15:04:31 UTC",148537856728
